start run timestamp	start run datetime	run	run_type	setup	comment	stop run timestamp	stop run datetime	events
1719852614.641	24_07_01 18:50:14	000563	00 Default	09  Lya passthrough 1 24	H- passthr  laser on start del 330.94us 	1719853311.650	24_07_01 19:01:51	000039
1719853356.651	24_07_01 19:02:36	000564	00 Default	09  Lya passthrough 1 24	H- passthr  laser on start del 330.94us SwY off	1719854149.660	24_07_01 19:15:49	000045
1719854523.665	24_07_01 19:22:03	000565	00 Default	09  Lya passthrough 1 24	pbar passthr  same settings	1719855414.673	24_07_01 19:36:54	000008
1719903063.929	24_07_02 08:51:03	000566	00 Default	07  pbar from trap new	[Pbar trap bunching test]3SQ Only GND Bunching 00	1719903356.931	24_07_02 08:55:56	000003
1719903370.930	24_07_02 08:56:10	000567	00 Default	07  pbar from trap new	[Pbar trap bunching test]3SQ GND & Floating Bunching 00	1719903993.932	24_07_02 09:06:33	000003
1719904016.933	24_07_02 09:06:56	000568	00 Default	07  pbar from trap new	[Pbar trap bunching test]GND Sawtooth only 01	1719905968.941	24_07_02 09:39:28	000014
1719907822.945	24_07_02 10:10:22	000569	00 Default	09  Lya passthrough 1 24	Hminus, laser, SwY off, setup #9	1719908019.946	24_07_02 10:13:39	000012
1719908036.946	24_07_02 10:13:56	000570	00 Default	09  Lya passthrough 1 24	Hminus, laser, SwY on, setup #9	1719908372.948	24_07_02 10:19:32	000019
1719909240.951	24_07_02 10:34:00	000571	00 Default	09  Lya passthrough 1 24	Hminus, laser, SwY on, setup #9	1719909696.951	24_07_02 10:41:36	000026
1719912275.959	24_07_02 11:24:35	000572	00 Default	09  Lya passthrough 1 24	pbars from trap, setup #7 steering	1719912727.961	24_07_02 11:32:07	000004
1719914023.964	24_07_02 11:53:43	000573	00 Default	07  pb from trap seq 0003	pbars from trap, setup #7 steering	1719920169.998	24_07_02 13:36:09	000050
1719945168.163	24_07_02 20:32:48	000574	00 Default	00  set all to zero 	pb from trap buncher tests	1719945542.171	24_07_02 20:39:02	000003
1719960607.260	24_07_03 00:50:07	000575	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ no bunching 00	1719961890.265	24_07_03 01:11:30	000011
1719961920.266	24_07_03 01:12:00	000576	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ GND sawtooth bunching 00	1719963015.276	24_07_03 01:30:15	000010
1719963047.276	24_07_03 01:30:47	000577	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 00	1719964400.284	24_07_03 01:53:20	000012
1719964412.283	24_07_03 01:53:32	000578	00 Default	00  set all to zero 	[Pbar trap bunching test]4SQ no bunching 00	1719965580.287	24_07_03 02:13:00	000010
1719965591.286	24_07_03 02:13:11	000579	00 Default	00  set all to zero 	[Pbar trap bunching test]4SQ GND sawtooth bunching 00	1719966860.299	24_07_03 02:34:20	000011
1719966871.300	24_07_03 02:34:31	000580	00 Default	00  set all to zero 	[Pbar trap bunching test]4SQ full bunching 00	1719968031.306	24_07_03 02:53:51	000010
1719968043.306	24_07_03 02:54:03	000581	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 01	1719968572.308	24_07_03 03:02:52	000005
1719968577.308	24_07_03 03:02:57	000582	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 02	1719969175.310	24_07_03 03:12:55	000005
1719969179.310	24_07_03 03:12:59	000583	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 03	1719969751.311	24_07_03 03:22:31	000005
1719969757.312	24_07_03 03:22:37	000584	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 04	1719970313.314	24_07_03 03:31:53	000005
1719970318.313	24_07_03 03:31:58	000585	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 05	1719970892.314	24_07_03 03:41:32	000005
1719970898.314	24_07_03 03:41:38	000586	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 06	1719971447.315	24_07_03 03:50:47	000005
1719971454.315	24_07_03 03:50:54	000587	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 07	1719972030.316	24_07_03 04:00:30	000005
1719972035.317	24_07_03 04:00:35	000588	00 Default	00  set all to zero 	[Pbar trap bunching test]3SQ full bunching 08	1719972664.317	24_07_03 04:11:04	000005
1720097239.164	24_07_04 14:47:19	000589	00 Default	00  set all to zero 	test run	1720097296.164	24_07_04 14:48:16	000000
1720098188.166	24_07_04 15:03:08	000590	00 Default	00  set all to zero 	test run	1720098203.166	24_07_04 15:03:23	000000
1720099786.172	24_07_04 15:29:46	000591	00 Default	00  set all to zero 	test run	1720099787.172	24_07_04 15:29:47	000000
1720112521.152	24_07_04 19:02:01	000593	00 Default	00  set all to zero 	technical test 	1720112694.152	24_07_04 19:04:54	000001
1720112812.152	24_07_04 19:06:52	000594	00 Default	00  set all to zero 	technical test 	1720113515.154	24_07_04 19:18:35	000006
1720121121.186	24_07_04 21:25:21	000595	00 Default	00  set all to zero 	mixing run test	1720123375.195	24_07_04 22:02:55	000019
1720123443.196	24_07_04 22:04:03	000596	00 Default	00  set all to zero 	background run, no positrons	1720149979.316	24_07_05 05:26:19	000231
1720150109.317	24_07_05 05:28:29	000597	00 Default	00  set all to zero 	pbar pass thr  incl tracker  SwY off  Tgdefl off 	1720151719.322	24_07_05 05:55:19	000014
1720180523.461	24_07_05 13:55:23	000599	00 Default	00  set all to zero 	References, setup #7	1720180666.462	24_07_05 13:57:46	000002
1720180691.462	24_07_05 13:58:11	000600	00 Default	00  set all to zero 	References, setup #7	1720182754.468	24_07_05 14:32:34	000017
1720198250.545	24_07_05 18:50:50	000601	00 Default	00  set all to zero 	H- neutralisation, SwY ON	1720206083.584	24_07_05 21:01:23	000214
1720206417.583	24_07_05 21:06:57	000602	00 Default	00  set all to zero 	H- neutralisation, SwY ON	1720246131.757	24_07_06 08:08:51	000328
1720246243.758	24_07_06 08:10:43	000603	00 Default	00  set all to zero 	H- neutralisation, SwY ON	1720247762.760	24_07_06 08:36:02	000013
1720251893.779	24_07_06 09:44:53	000604	00 Default	00  set all to zero 	H- neutralisation, SwY ON	1720258101.812	24_07_06 11:28:21	000053
1720258335.813	24_07_06 11:32:15	000605	00 Default	00  set all to zero 	mixing run  mixing run 	1720258766.815	24_07_06 11:39:26	000003
1720260013.819	24_07_06 12:00:13	000606	00 Default	00  set all to zero 	mixing run  mixing run 	1720260825.822	24_07_06 12:13:45	000007
1720260835.821	24_07_06 12:13:55	000607	00 Default	00  set all to zero 	mixing run  mixing run 	1720268453.853	24_07_06 14:20:53	000067
1720268549.853	24_07_06 14:22:29	000608	00 Default	00  set all to zero 	mixing run  mixing run 	1720276415.897	24_07_06 16:33:35	000069
1720276423.897	24_07_06 16:33:43	000609	00 Default	00  set all to zero 	mixing run  mixing run 	1720301923.017	24_07_06 23:38:43	000218
1720302390.021	24_07_06 23:46:30	000610	00 Default	00  set all to zero 	check charge run  	1720303098.026	24_07_06 23:58:18	000006
1720303218.027	24_07_07 00:00:18	000611	00 Default	00  set all to zero 	bkgd bkgd run  	1720338923.181	24_07_07 09:55:23	000305
1720341103.195	24_07_07 10:31:43	000612	00 Default	00  set all to zero 	bkgd bkgd run  	1720341513.199	24_07_07 10:38:33	000004
1720341840.200	24_07_07 10:44:00	000613	00 Default	00  set all to zero 	bkgd bkgd run  	1720342399.203	24_07_07 10:53:19	000005
1720342714.205	24_07_07 10:58:34	000614	00 Default	00  set all to zero 	bkgd mixing mixing run  	1720348903.232	24_07_07 12:41:43	000053
1720349009.231	24_07_07 12:43:29	000615	00 Default	00  set all to zero 	bkgd mixing mixing run  	1720349662.233	24_07_07 12:54:22	000005
1720349932.233	24_07_07 12:58:52	000616	00 Default	00  set all to zero 	bkgd mixing mixing run  	1720369768.324	24_07_07 18:29:28	000171
1720369857.324	24_07_07 18:30:57	000617	00 Default	00  set all to zero 	short backgroud run while no Linac	1720372129.343	24_07_07 19:08:49	000020
1720372188.344	24_07_07 19:09:48	000618	00 Default	00  set all to zero 	charged beam on MCP5	1720372712.348	24_07_07 19:18:32	000005
1720372842.348	24_07_07 19:20:42	000619	00 Default	00  set all to zero 	mixing run 	1720382168.392	24_07_07 21:56:08	000079
1720382222.391	24_07_07 21:57:02	000620	00 Default	00  set all to zero 	background run, check effect of long AD cycle (every second shot)	1720386270.403	24_07_07 23:04:30	000034
1720386298.402	24_07_07 23:04:58	000621	00 Default	00  set all to zero 	mixing run 	1720386681.404	24_07_07 23:11:21	000004
1720386693.403	24_07_07 23:11:33	000622	00 Default	00  set all to zero 	mixing run 	1720391035.413	24_07_08 00:23:55	000036
1720391118.413	24_07_08 00:25:18	000623	00 Default	00  set all to zero 	background  run 	1720439247.672	24_07_08 13:47:27	000418
1720509869.020	24_07_09 09:24:29	000624	00 Default	00  set all to zero 	dummy run, test runmodes	1720509907.021	24_07_09 09:25:07	000000
1720510213.023	24_07_09 09:30:13	000625	00 Default	00  set all to zero 	dummy run, test runmodes	1720510286.023	24_07_09 09:31:26	000000
1720511081.026	24_07_09 09:44:41	000626	00 Default	00  set all to zero 	dummy run, test runmodes	1720511237.027	24_07_09 09:47:17	000000
1720526927.064	24_07_09 14:08:47	000628	00 Default	00  set all to zero 	pbar steering	1720527581.066	24_07_09 14:19:41	000005
1720606292.497	24_07_10 12:11:32	000629	00 Default	00  set all to zero 	test RunModes	1720606305.497	24_07_10 12:11:45	000000
1720607417.503	24_07_10 12:30:17	000630	00 Default	00  set all to zero 	test RunModes	1720607425.503	24_07_10 12:30:25	000000
1720607564.504	24_07_10 12:32:44	000631	00 Default	00  set all to zero 	test RunModes	1720607820.506	24_07_10 12:37:00	000000
1720648003.692	24_07_10 23:46:43	000632	00 Default	00  set all to zero 	3SQ_14PP_GNDBunching	1720648367.694	24_07_10 23:52:47	000003
1720665221.782	24_07_11 04:33:41	000633	00 Default	00  set all to zero 	3SQ_13PP_NoBunching	1720665797.788	24_07_11 04:43:17	000005
1720665808.789	24_07_11 04:43:28	000634	00 Default	00  set all to zero 	3SQ_13PP_GNDBunching	1720666377.793	24_07_11 04:52:57	000005
1720666386.793	24_07_11 04:53:06	000635	00 Default	00  set all to zero 	3SQ_13PP_FullBunching	1720666967.798	24_07_11 05:02:47	000005
1720667033.797	24_07_11 05:03:53	000636	00 Default	00  set all to zero 	3SQ_13PP_FullBunching	1720667051.798	24_07_11 05:04:11	000000
1720667060.797	24_07_11 05:04:20	000637	00 Default	00  set all to zero 	3SQ_13PP_FloatBunching	1720667698.802	24_07_11 05:14:58	000005
1720693566.887	24_07_11 12:26:06	000638	00 Default	00  set all to zero 	pbar steering	1720696783.894	24_07_11 13:19:43	000027
1720715540.925	24_07_11 18:32:20	000639	00 Default	00  set all to zero 	dummy run	1720715745.926	24_07_11 18:35:45	000000
1720773274.338	24_07_12 10:34:34	000640	00 Default	00  set all to zero 	dummy run	1720773353.339	24_07_12 10:35:53	000001
1720773504.340	24_07_12 10:38:24	000641	00 Default	00  set all to zero 	dummy run	1720773729.339	24_07_12 10:42:09	000002
1720946272.185	24_07_14 10:37:52	000642	00 Default	00  set all to zero 	pbar steering	1720956438.228	24_07_14 13:27:18	000089
1720958773.252	24_07_14 14:06:13	000643	00 Default	00  set all to zero 	pbar steering	1720958942.254	24_07_14 14:09:02	000001
1720959039.255	24_07_14 14:10:39	000644	00 Default	00  set all to zero 	pbar steering	1720959660.261	24_07_14 14:21:00	000006
1720970641.322	24_07_14 17:24:01	000645	00 Default	00  set all to zero 	pbar steering	1720971057.324	24_07_14 17:30:57	000000
1720972261.328	24_07_14 17:51:01	000646	00 Default	00  set all to zero 	pbar steering	1720972681.330	24_07_14 17:58:01	000000
1721027322.594	24_07_15 09:08:42	000647	00 Default	00  set all to zero 	test	1721028487.604	24_07_15 09:28:07	000000
1721029320.609	24_07_15 09:42:00	000648	00 Default	00  set all to zero 	test	1721029628.609	24_07_15 09:47:08	000000
1721037016.644	24_07_15 11:50:16	000650	00 Default	00  set all to zero 	test	1721037359.645	24_07_15 11:55:59	000001
1721072374.818	24_07_15 21:39:34	000651	00 Default	00  set all to zero 	pbar steering	1721075353.828	24_07_15 22:29:13	000024
1721075377.828	24_07_15 22:29:37	000652	00 Default	00  set all to zero 	pbar steering	1721076391.831	24_07_15 22:46:31	000008
1721076401.831	24_07_15 22:46:41	000653	00 Default	00  set all to zero 	pbar steering, scan	1721076943.833	24_07_15 22:55:43	000004
1721077406.833	24_07_15 23:03:26	000654	00 Default	00  set all to zero 	pbar steering, scan	1721077979.836	24_07_15 23:12:59	000005
1721078013.835	24_07_15 23:13:33	000655	00 Default	00  set all to zero 	pbar steering, scan	1721115690.016	24_07_16 09:41:30	000317
1721115825.015	24_07_16 09:43:45	000656	00 Default	00  set all to zero 	pbar steering 	1721117807.020	24_07_16 10:16:47	000017
1721148154.181	24_07_16 18:42:34	000657	00 Default	00  set all to zero 	pbar steering 	1721154782.226	24_07_16 20:33:02	000054
1721154836.227	24_07_16 20:33:56	000658	00 Default	00  set all to zero 	pbar steering , scan, quad HVs	1721155154.231	24_07_16 20:39:14	000003
1721155174.229	24_07_16 20:39:34	000659	00 Default	00  set all to zero 	pbar steering , scan, quad HVs	1721200536.467	24_07_17 09:15:36	000338
1721310127.022	24_07_18 15:42:07	000660	00 Default	00  set all to zero 	test run	1721310137.022	24_07_18 15:42:17	000000
1721313098.048	24_07_18 16:31:38	000662	00 Default	00  set all to zero 	test run	1721313122.047	24_07_18 16:32:02	000000
1721404111.470	24_07_19 17:48:31	000663	00 Default	00  set all to zero 	test run	1721404541.472	24_07_19 17:55:41	000000
1721667321.790	24_07_22 18:55:21	000664	00 Default	00  set all to zero 	pbar on mcp3 seq0003inclbunch - pion run on mcp5	1721675410.851	24_07_22 21:10:10	000049
1721688704.915	24_07_23 00:51:44	000665	00 Default	00  set all to zero 	pbar on mcp3 seq0003inclbunch - pion run on mcp5	1721721597.080	24_07_23 09:59:57	000277
1721725442.093	24_07_23 11:04:02	000666	05  Pion Run	00  set all to zero 	pbar on mcp3 seq0003inclbunch - pion run on mcp5 1us	1721725721.095	24_07_23 11:08:41	000003
1721726571.098	24_07_23 11:22:51	000667	09  p- devel	00  set all to zero 	pbar on mcp3 seq0003inclbunch - pion run on mcp5 1us	1721730911.112	24_07_23 12:35:11	000026
1721735641.134	24_07_23 13:54:01	000668	09  p- devel	00  set all to zero 	p- trap0004inclbunch free space	1721738681.162	24_07_23 14:44:41	000025
1721742673.189	24_07_23 15:51:13	000669	09  p- devel	00  set all to zero 	p- trap0004inclbunch r-tube steering	1721748295.220	24_07_23 17:24:55	000048
1721748950.221	24_07_23 17:35:50	000670	09  p- devel	00  set all to zero 	p- trap0004inclbunch r-tube last week sett	1721749417.224	24_07_23 17:43:37	000004
1721839442.672	24_07_24 18:44:02	000671	09  p- devel	00  set all to zero 	test	1721839626.673	24_07_24 18:47:06	000001
1721839789.675	24_07_24 18:49:49	000672	09  p- devel	00  set all to zero 	test	1721840271.677	24_07_24 18:57:51	000004
1721903376.989	24_07_25 12:29:59	000673	09  p- devel	00  set all to zero 	p- beam steering	1721908789.020	24_07_25 13:59:49	000045
1721920439.071	24_07_25 17:14:31	000674	09  p- devel	00  set all to zero 	p- beam steering reaction tube 	1721923882.083	24_07_25 18:11:22	000030
1721927248.095	24_07_25 19:07:58	000675	09  p- devel	00  set all to zero 	0003 Buncher on standard	1721928395.099	24_07_25 19:26:35	000009
1721928396.098	24_07_25 19:26:50	000676	09  p- devel	00  set all to zero 	0003 Buncher on standard	1721929226.100	24_07_25 19:40:26	000001
1721929250.102	24_07_25 19:40:51	000677	09  p- devel	00  set all to zero 	0003 Buncher on standard	1721930381.105	24_07_25 19:59:41	000009
1721930388.104	24_07_25 20:00:13	000678	09  p- devel	00  set all to zero 	0005 ShallowHPW Buncher on standard	1721931590.112	24_07_25 20:19:50	000010
1721931698.113	24_07_25 20:21:40	000679	09  p- devel	00  set all to zero 	0005 ShallowHPW Buncher on standard	1721931773.113	24_07_25 20:22:53	000001
1721932172.117	24_07_25 20:30:01	000680	09  p- devel	00  set all to zero 	pbar steering, tests of optimizer, trap sequence 003	1721933551.131	24_07_25 20:52:31	000012
1721937079.157	24_07_25 21:53:42	000681	05  Pion Run	00  set all to zero 	05 Pion Run, annililate at MCP-p3, 10us, 2250V	1721979026.372	24_07_26 09:30:26	000362
1721992121.421	24_07_26 13:09:47	000682	09  p- devel	00  set all to zero 	test run for new remote DAQ control	1721993074.425	24_07_26 13:24:34	000008
1722069943.821	24_07_27 10:45:58	000683	09  p- devel	00  set all to zero 	test run, pbar steering	1722072880.835	24_07_27 11:34:41	000023
1722074156.842	24_07_27 11:56:00	000684	09  p- devel	00  set all to zero 	test run, pbar steering	1722076430.854	24_07_27 12:33:51	000017
1722076750.855	24_07_27 12:39:46	000685	09  p- devel	00  set all to zero 	pbar steering, optimiser	1722077253.856	24_07_27 12:47:34	000004
1722077288.857	24_07_27 12:48:12	000686	09  p- devel	00  set all to zero 	pbar steering, optimiser	1722147537.203	24_07_28 08:18:57	000603
1722239519.669	24_07_29 09:52:17	000687	09  p- devel	00  set all to zero 	pbar steering, quick test	1722239696.669	24_07_29 09:54:56	000001
1722240288.673	24_07_29 10:04:51	000688	09  p- devel	00  set all to zero 	pbar steering, quick test	1722247496.703	24_07_29 12:04:56	000003
1722255106.732	24_07_29 14:12:23	000689	09  p- devel	00  set all to zero 	pbar test, before warm-up	1722256378.736	24_07_29 14:32:58	000011
1722262967.780	24_07_29 16:22:55	000690	09  p- devel	00  set all to zero 	pbar test, after warm-up	1722264911.794	24_07_29 16:55:12	000017
1722315700.043	24_07_30 07:02:14	000691	00  Default	00  set all to zero 	0007_NoBunching	1722316326.048	24_07_30 07:12:06	000005
1722316327.046	24_07_30 07:12:17	000692	00  Default	00  set all to zero 	0007_GNDBunching	1722316967.049	24_07_30 07:22:47	000005
1722316968.049	24_07_30 07:22:57	000693	00  Default	00  set all to zero 	0007_FullBunching	1722317391.050	24_07_30 07:29:51	000003
1722317394.050	24_07_30 07:30:11	000694	00  Default	00  set all to zero 	0007_FullBunching_Accel_Optimize	1722318976.057	24_07_30 07:56:16	000007
1722318979.056	24_07_30 07:56:54	000695	00  Default	00  set all to zero 	0007_SecondBunching_Accel_Optimize	1722319804.059	24_07_30 08:10:04	000003
1722319806.059	24_07_30 08:10:24	000696	00  Default	00  set all to zero 	0007_Standart_candidate	1722323680.074	24_07_30 09:14:40	000022
1722323690.074	24_07_30 09:15:14	000697	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722324218.075	24_07_30 09:23:38	000001
1722324260.076	24_07_30 09:24:25	000698	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722324377.077	24_07_30 09:26:17	000000
1722324420.076	24_07_30 09:27:03	000699	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722325288.084	24_07_30 09:41:28	000005
1722325466.086	24_07_30 09:44:29	000700	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722325572.088	24_07_30 09:46:12	000001
1722325578.087	24_07_30 09:46:22	000701	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722325612.087	24_07_30 09:46:52	000001
1722325917.091	24_07_30 09:52:01	000702	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722326253.094	24_07_30 09:57:33	000003
1722326261.093	24_07_30 09:57:43	000703	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722330742.127	24_07_30 11:12:22	000038
1722332148.137	24_07_30 11:35:50	000704	09  p- devel	00  set all to zero 	pbar steering, scan QT	1722341783.184	24_07_30 14:16:23	000078
1722355301.236	24_07_30 18:03:20	000705	04  Ly alpha	00  set all to zero 	Setting from 1.7.	1722355780.238	24_07_30 18:09:40	000024
1722358529.255	24_07_30 18:55:46	000706	04  Ly alpha	00  set all to zero 	Buncher time structure	1722363750.296	24_07_30 20:22:30	000014
1722364986.303	24_07_30 20:43:54	000707	04  Ly alpha	00  set all to zero 	LymanAlpha-FrequencyScan	1722405166.510	24_07_31 07:52:46	002400
1726677760.478	24_09_18 18:43:23	000708	07  H- Test	00  set all to zero 	passthr 6keV swy on q+ on MW on off 	1726678036.478	24_09_18 18:47:16	000015
1726678163.479	24_09_18 18:50:02	000709	07  H- Test	00  set all to zero 	passthr 6keV free space	1726678642.483	24_09_18 18:57:22	000030
1726680014.487	24_09_18 19:20:53	000710	07  H- Test	00  set all to zero 	passthr 6keV free space	1726680820.490	24_09_18 19:33:40	000050
1726681090.494	24_09_18 19:38:39	000711	07  H- Test	00  set all to zero 	passthr 6keV Cfoil without SwY	1726685186.539	24_09_18 20:46:26	000250
1726686403.549	24_09_18 21:08:30	000712	07  H- Test	00  set all to zero 	passthr 6keV Cfoil neutral on MCP5(2250V, 1us)	1726689810.576	24_09_18 22:03:30	000200
1726734214.844	24_09_19 10:25:41	000713	07  H- Test	00  set all to zero 	passthr 6keV with free space for residual gas (MCP5 2250V)	1726735967.851	24_09_19 10:52:48	000100
1726765332.037	24_09_19 19:03:01	000714	04  Ly alpha	00  set all to zero 	6keV C-foil Q3kV MW on/off 12h MCP5 2250V	1726805934.280	24_09_20 06:18:54	002400
1726857249.618	24_09_20 20:34:54	000715	04  Ly alpha	00  set all to zero 	6keV C-foil Q3kV MW on/off 12h MCP5 2250V	1726900735.880	24_09_21 08:38:56	002400
1727909173.234	24_10_03 00:46:44	000716	09  p- devel	00  set all to zero 	Pbar trap Seq 0003	1727909974.239	24_10_03 00:59:34	000007
1727910357.241	24_10_03 01:06:11	000717	09  p- devel	00  set all to zero 	Pbar trap Seq 0003_Buncher on	1727911262.247	24_10_03 01:21:02	000007
1727911266.247	24_10_03 01:21:16	000718	09  p- devel	00  set all to zero 	Pbar trap Seq 0006_Buncher off	1727911907.250	24_10_03 01:31:47	000005
1727911909.249	24_10_03 01:32:01	000719	09  p- devel	00  set all to zero 	Pbar trap Seq 0005_Buncher on	1727912892.256	24_10_03 01:48:12	000008
1727912893.255	24_10_03 01:48:21	000720	09  p- devel	00  set all to zero 	Pbar trap Seq 0004_Buncher off	1727913796.261	24_10_03 02:03:16	000008
1727913799.260	24_10_03 02:03:28	000721	09  p- devel	00  set all to zero 	Pbar trap Seq 0005_Buncher on	1727914577.265	24_10_03 02:16:17	000006
1727973809.635	24_10_03 18:43:48	000722	04  Ly alpha	00  set all to zero 	HLyA 600/1060MHz LyAMCPs -50/+1950 MCP5 2200	1728014558.881	24_10_04 06:02:39	002400
1728026001.948	24_10_04 09:13:28	000723	07  H- Test	00  set all to zero 	Neutrals FrBias -50 MCP5 2200	1728026258.950	24_10_04 09:17:39	000016
1728026651.954	24_10_04 09:24:15	000724	07  H- Test	00  set all to zero 	Profile FrBias -50 MCP5 2000	1728027049.956	24_10_04 09:30:50	000024
1728036519.021	24_10_04 12:09:30	000725	09  p- devel	00  set all to zero 	Test run for steering - Q is on	1728041328.049	24_10_04 13:28:48	000042
1728048063.085	24_10_04 15:22:19	000726	09  p- devel	00  set all to zero 	Test run for steering	1728059643.156	24_10_04 18:34:03	000100
1728088363.330	24_10_05 02:33:16	000727	09  p- devel	00  set all to zero 	Test for timestructure by accel time	1728089329.333	24_10_05 02:48:49	000005
1728089331.334	24_10_05 02:49:12	000728	09  p- devel	00  set all to zero 	Pbar trap seq. 0006	1728089688.335	24_10_05 02:54:48	000003
1728089689.335	24_10_05 02:54:54	000729	09  p- devel	00  set all to zero 	Pbar trap seq. 0005	1728129664.595	24_10_05 14:01:04	000003
1728140908.664	24_10_05 17:08:34	000730	09  p- devel	00  set all to zero 	pbarOnMCP4withPsCavity MCP4 1350 MCP5 2250	1728142022.670	24_10_05 17:27:02	000010
1728142569.673	24_10_05 17:36:30	000731	09  p- devel	00  set all to zero 	pbarOnMCP4withPsCavity MCP4 1350 MCP5 2250 exposure 10us	1728147338.699	24_10_05 18:55:38	000042
1728152554.728	24_10_05 20:23:00	000732	09  p- devel	00  set all to zero 	pbarOnMCP5withPsCavity MCP5 1450	1728153705.733	24_10_05 20:41:46	000010
1728154397.738	24_10_05 20:53:21	000733	09  p- devel	00  set all to zero 	pbarOnMCP5withFreeSpace MCP5 1450	1728155496.743	24_10_05 21:11:36	000010
1728155937.747	24_10_05 21:19:00	000734	09  p- devel	00  set all to zero 	pbarOnMCP3	1728156993.757	24_10_05 21:36:34	000010
1728157600.761	24_10_05 21:46:50	000735	09  p- devel	00  set all to zero 	pbarOnMCP4withFreeSpace MCP4 1350 MCP5 2250 exposure 10us	1728157745.763	24_10_05 21:49:06	000001
1728157834.763	24_10_05 21:50:40	000736	09  p- devel	00  set all to zero 	pbarOnMCP4withFreeSpace MCP4 1350 MCP5 2250 exposure 10us	1728158953.772	24_10_05 22:09:13	000010
1728279996.524	24_10_07 07:47:25	000737	09  p- devel	00  set all to zero 	MCP5 Pbar trap seq. 006	1728280408.527	24_10_07 07:53:28	000004
1728280468.527	24_10_07 07:54:34	000738	09  p- devel	00  set all to zero 	MCP5 Pbar trap seq. 005	1728281821.534	24_10_07 08:17:01	000011
1728316793.754	24_10_07 17:59:59	000739	09  p- devel	00  set all to zero 	MCP5 Pbar trap seq. 005	1728318358.762	24_10_07 18:25:58	000014
1728492952.886	24_10_09 18:56:38	000740	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 90V to 70V slope	1728493424.887	24_10_09 19:03:45	000004
1728501763.938	24_10_09 21:22:46	000741	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 90V to 70V slope	1728501983.939	24_10_09 21:26:24	000002
1728501987.939	24_10_09 21:26:32	000742	09  p- devel	00  set all to zero 	MCP5 Pbar trap extraction 90V to 70V slope	1728502600.942	24_10_09 21:36:41	000005
1728502671.943	24_10_09 21:37:56	000743	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 90V to 70V slope	1728504145.953	24_10_09 22:02:26	000013
1728510936.989	24_10_09 23:55:58	000744	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 40V	1728511639.993	24_10_10 00:07:20	000006
1728511919.995	24_10_10 00:12:37	000745	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 40V full bunching	1728515177.012	24_10_10 01:06:17	000016
1728515183.012	24_10_10 01:06:41	000746	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 40V First bunching	1728515302.014	24_10_10 01:08:22	000001
1728515797.015	24_10_10 01:16:40	000747	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 40V First bunching	1728516149.019	24_10_10 01:22:29	000003
1728516151.018	24_10_10 01:22:40	000748	09  p- devel	00  set all to zero 	MCP4 Pbar trap extraction 40V Full bunching	1728516514.022	24_10_10 01:28:34	000003
1728516516.023	24_10_10 01:28:55	000749	09  p- devel	00  set all to zero 	MCP4 Pbar trap Seq. 0006 Accel 1400	1728520335.055	24_10_10 02:32:15	000020
1728536270.157	24_10_10 06:58:06	000750	09  p- devel	00  set all to zero 	MCP4 Pbar trap Seq. 0008 Candidate	1728536398.159	24_10_10 06:59:58	000002
1728547044.216	24_10_10 09:57:30	000751	09  p- devel	00  set all to zero 	MCP4 Pbar trap Seq. 0008	1728548263.223	24_10_10 10:17:43	000010
1728548266.223	24_10_10 10:18:02	000752	09  p- devel	00  set all to zero 	MCP4 Pbar trap Seq. 0008 only first bunching	1728548839.228	24_10_10 10:27:19	000003
1728549150.229	24_10_10 10:32:36	000753	09  p- devel	00  set all to zero 	MCP5 Pbar trap Seq. 0008 only first bunching	1728559215.303	24_10_10 13:20:15	000058
1728578050.410	24_10_10 18:34:38	000754	09  p- devel	00  set all to zero 	MCP5 Pbar trap Seq. 0008 7000 V	1728579642.420	24_10_10 19:00:42	000012
1728941423.659	24_10_14 23:30:34	000755	09  p- devel	00  set all to zero 	MCP4 Pbar test	1728941586.660	24_10_14 23:33:06	000005
